"Player.x","Pos1","Tm","Season","Conference","Role","Play","Age","MP","X3P.","X2P.","FT.","ORB","DRB","AST","STL","BLK","TOV","PF","Salary"
"Dwayne Bacon","SG","CHO","2018-19","Est","Back","No",23,17.7,0.437,0.494,0.739,0.2,1.9,1.1,0.3,0.1,0.4,1.7,1378242
"Dwight Powell","C","DAL","2018-19","West","Front","No",27,21.6,0.307,0.699,0.772,1.8,3.5,1.5,0.6,0.6,0.9,2.6,9631250
"Dwyane Wade","SG","MIA","2018-19","Est","Back","Yes",37,26.2,0.33,0.472,0.708,1,3,4.2,0.8,0.5,2.3,1.6,2393887
"E'Twaun Moore","SG","NOP","2018-19","West","Back","No",29,27.6,0.432,0.506,0.763,0.7,1.7,1.9,0.8,0.2,1.1,2.1,8808685
"Ed Davis","C","BRK","2018-19","Est","Front","No",29,17.9,0,0.62,0.617,2.7,5.9,0.8,0.4,0.4,0.8,2.8,4449000
"Edmond Sumner","PG","IND","2018-19","Est","Back","No",23,9.1,0.259,0.405,0.625,0.4,0.7,0.4,0.5,0.2,0.4,1.1,449794
"Elfrid Payton","PG","NOP","2018-19","West","Back","No",24,29.8,0.314,0.476,0.743,1.2,4.1,7.6,1,0.4,2.7,1.9,3000000
"Élie Okobo","PG","PHO","2018-19","West","Back","No",21,18.1,0.295,0.475,0.787,0.2,1.6,2.4,0.6,0.1,1.3,2.1,1238464
"Emmanuel Mudiay","PG","NYK","2018-19","Est","Back","No",22,27.2,0.329,0.492,0.774,0.6,2.8,3.9,0.7,0.3,2.4,1.7,4294479
"Enes Kanter","C","POR","2018-19","Est","Front","No",26,24.5,0.294,0.562,0.787,3.8,6,1.7,0.5,0.4,1.8,2.5,19264603
"Eric Bledsoe","PG","MIL","2018-19","Est","Back","No",29,29.1,0.329,0.582,0.75,1.1,3.6,5.5,1.5,0.4,2.1,2,15000000
"Eric Gordon","SG","HOU","2018-19","West","Back","No",30,31.7,0.36,0.497,0.783,0.3,1.9,1.9,0.6,0.4,1.3,2.1,13500375
"Ersan Ilyasova","PF","MIL","2018-19","Est","Front","No",31,18.4,0.363,0.493,0.824,1.4,3.1,0.8,0.5,0.3,0.7,2.6,7000000
"Evan Fournier","SG","ORL","2018-19","Est","Back","No",26,31.5,0.34,0.509,0.806,0.5,2.7,3.6,0.9,0.1,1.9,2.8,17000000
"Evan Turner","PG","POR","2018-19","West","Back","No",30,22,0.212,0.494,0.708,0.5,4,3.9,0.5,0.2,1.6,1.5,17868853
"Frank Jackson","PG","NOP","2018-19","West","Back","No",20,19.2,0.314,0.507,0.74,0.4,1.8,1.1,0.4,0,0.8,1.5,1378242
"Frank Kaminsky","C","CHO","2018-19","Est","Front","No",25,16.1,0.36,0.553,0.738,0.8,2.6,1.3,0.3,0.3,0.9,1.4,3627842
"Frank Ntilikina","PG","NYK","2018-19","Est","Back","No",20,21,0.287,0.371,0.767,0.3,1.7,2.8,0.7,0.3,1.3,2.4,4155720
"Fred VanVleet","PG","TOR","2018-19","Est","Back","No",24,27.5,0.378,0.441,0.843,0.3,2.3,4.8,0.9,0.3,1.3,1.7,8653847
"Furkan Korkmaz","SG","PHI","2018-19","Est","Back","No",21,14.1,0.326,0.505,0.818,0.3,1.9,1.1,0.6,0,0.5,1.3,1740000
"Garrett Temple","SG","LAC","2018-19","West","Back","No",32,27.2,0.341,0.515,0.748,0.4,2.5,1.4,1,0.4,0.9,2.7,8000000
"Gary Clark","PF","HOU","2018-19","West","Front","No",24,12.6,0.297,0.692,1,0.5,1.8,0.4,0.4,0.5,0.1,0.9,674122
"Gary Harris","SG","DEN","2018-19","West","Back","No",24,28.8,0.339,0.476,0.799,0.7,2.1,2.2,1,0.3,1.2,2,16517857
"George Hill","PG","MIL","2018-19","Est","Back","No",32,21.7,0.314,0.547,0.824,0.7,1.8,2.3,0.9,0.1,0.9,1.7,19000000
"Georges Niang","PF","UTA","2018-19","West","Front","No",25,8.7,0.41,0.566,0.833,0.2,1.3,0.6,0.2,0.1,0.4,1,1512601
"Gerald Green","SG","HOU","2018-19","West","Back","No",33,20.2,0.354,0.547,0.838,0.4,2.1,0.5,0.5,0.4,0.8,1.7,1512601
"Giannis Antetokounmpo","PF","MIL","2018-19","Est","Front","Yes",24,32.8,0.256,0.641,0.729,2.2,10.3,5.9,1.3,1.5,3.7,3.2,24157304
"Glenn Robinson","SF","DET","2018-19","Est","Back","No",25,13,0.29,0.491,0.8,0.4,1.1,0.4,0.3,0.2,0.4,1,4075000
"Goran Dragic","PG","MIA","2018-19","Est","Back","No",32,27.5,0.348,0.454,0.782,0.6,2.5,4.8,0.8,0.1,2,2.3,18109175
"Gordon Hayward","PF","BOS","2018-19","Est","Front","No",28,25.9,0.333,0.542,0.834,0.7,3.8,3.4,0.9,0.3,1.5,1.4,31214295
"Gorgui Dieng","C","MIN","2018-19","West","Front","No",29,13.6,0.339,0.53,0.83,1.1,3,0.9,0.6,0.5,0.8,1.8,15170787
"Grayson Allen","SG","UTA","2018-19","West","Back","No",23,10.9,0.323,0.443,0.75,0.1,0.5,0.7,0.2,0.2,0.9,1.2,2076960
"Greg Monroe","C","PHI","2018-19","Est","Front","No",28,11.2,0.2,0.495,0.625,1.6,2.4,0.6,0.3,0.2,0.7,1.5,2410167
"Guerschon Yabusele","PF","BOS","2018-19","Est","Front","No",23,6.1,0.321,0.531,0.682,0.6,0.7,0.4,0.2,0.2,0.4,0.8,2667600
"Hamidou Diallo","SG","OKC","2018-19","West","Back","No",20,10.3,0.167,0.504,0.61,0.7,1.2,0.3,0.4,0.2,0.5,1.5,838464
"Harrison Barnes","PF","SAC","2018-19","West","Front","No",26,32.9,0.395,0.439,0.824,0.7,3.9,1.5,0.6,0.2,1.3,1.6,24107258
"Harry Giles","PF","SAC","2018-19","West","Front","No",20,14.1,0,0.512,0.637,1.1,2.7,1.5,0.5,0.4,1.3,2.6,2207040
"Hassan Whiteside","C","MIA","2018-19","Est","Front","No",29,23.3,0.125,0.581,0.449,3.6,7.8,0.8,0.6,1.9,1.3,2.7,24434262
"Henry Ellenson","PF","NYK","2018-19","Est","Front","No",22,13.6,0.447,0.386,0.76,0.3,3.2,0.8,0.4,0.1,0.5,1.4,2199311
"Ian Clark","SG","NOP","2018-19","West","Back","No",27,16.2,0.327,0.47,0.892,0.2,1.3,1.6,0.4,0.1,1,1.6,1757429
"Ian Mahinmi","C","WAS","2018-19","Est","Front","No",32,14.6,0.188,0.5,0.689,1.4,2.4,0.7,0.7,0.5,0.6,2.5,16000000
"Iman Shumpert","SG","HOU","2018-19","West","Back","No",28,23.9,0.348,0.416,0.8,0.4,2.5,1.8,1,0.4,0.8,2,11011234
"Isaac Bonga","PG","LAL","2018-19","West","Back","No",19,5.5,0,0.2,0.6,0.4,0.7,0.7,0.4,0.2,0.3,0.4,1000000
"Isaiah Briscoe","PG","ORL","2018-19","Est","Back","No",22,14.3,0.324,0.423,0.577,0.1,1.8,2.2,0.3,0.1,0.8,1.7,838464
"Isaiah Hartenstein","PF","HOU","2018-19","West","Front","No",20,7.9,0.333,0.514,0.786,0.8,0.9,0.5,0.3,0.4,0.5,2,838464
"Isaiah Thomas","SG","DEN","2018-19","West","Back","No",29,15.1,0.279,0.393,0.63,0.4,0.7,1.9,0.4,0.1,1.5,1.4,2029463
"Ivan Rabb","PF","MEM","2018-19","West","Front","No",21,14.7,0.2,0.574,0.71,1.4,2.8,1.1,0.3,0.3,0.7,1.8,1378242
"Jabari Parker","PF","WAS","2018-19","Est","Front","No",23,26.9,0.313,0.556,0.712,1.2,5.3,2.4,0.7,0.5,2.4,2.3,20000000
"Jae Crowder","SF","UTA","2018-19","West","Front","No",28,27.1,0.331,0.527,0.721,0.8,4.1,1.7,0.8,0.4,1.1,2.1,7305825
"Jahlil Okafor","C","NOP","2018-19","West","Front","No",23,15.8,0.2,0.591,0.663,1.4,3.3,0.7,0.3,0.7,0.9,1.6,1567007
"Jake Layman","SF","POR","2018-19","West","Front","No",24,18.7,0.326,0.646,0.704,0.8,2.3,0.7,0.4,0.4,0.6,1.6,1544951
"Jalen Brunson","PG","DAL","2018-19","West","Back","No",22,21.8,0.348,0.523,0.725,0.3,2,3.2,0.5,0.1,1.2,1.7,1230000
"Jalen Jones","SF","CLE","2018-19","Est","Front","No",25,13.4,0.357,0.471,0.704,0.7,1.4,0.4,0.6,0.1,0.5,1.7,77250
"Jamal Crawford","SG","PHO","2018-19","West","Back","No",38,18.9,0.332,0.453,0.845,0.1,1.2,3.6,0.5,0.2,1.5,1.2,4698113
"Jamal Murray","PG","DEN","2018-19","West","Back","No",21,32.6,0.367,0.476,0.848,0.9,3.4,4.8,0.9,0.4,2.1,2,3499800
"James Ennis","SF","PHI","2018-19","West","Front","No",28,21.2,0.353,0.601,0.716,1,2.1,0.7,0.7,0.4,0.6,2.6,1621415
"James Harden","PG","HOU","2018-19","West","Back","Yes",29,36.8,0.368,0.528,0.879,0.8,5.8,7.5,2,0.7,5,3.1,30570000
"James Johnson","PF","MIA","2018-19","Est","Front","No",31,21.2,0.336,0.496,0.714,0.4,2.8,2.5,0.6,0.5,1.3,2.1,14420700
"JaMychal Green","PF","LAC","2018-19","West","Front","No",28,21.1,0.403,0.53,0.792,1.6,4.7,0.8,0.7,0.5,1.3,3,8066667
"Jared Dudley","PF","BRK","2018-19","Est","Front","No",33,20.7,0.351,0.545,0.696,0.6,2.1,1.4,0.6,0.3,0.7,2.2,9530000
"Jared Terrell","SG","MIN","2018-19","West","Back","No",23,7.9,0.235,0.364,0.5,0.1,0.4,0.9,0.2,0.1,0.7,1.1,77250
"Jarell Martin","PF","ORL","2018-19","Est","Front","No",24,7.8,0.351,0.489,0.818,0.3,1.5,0.4,0.1,0.2,0.3,1.2,2416221
"Jaren Jackson","PF","MEM","2018-19","West","Front","No",19,26.1,0.359,0.553,0.766,1.3,3.4,1.1,0.9,1.4,1.7,3.8,5922720
"Jaron Blossomgame","SF","CLE","2018-19","Est","Front","No",25,16.3,0.256,0.552,0.769,1,2.7,0.5,0.3,0.3,0.4,0.7,77250
"Jarred Vanderbilt","PF","DEN","2018-19","West","Front","No",19,4.1,0,0.5,0.6,0.4,0.9,0.2,0.4,0.1,0.5,0.5,838464
"Jarrett Allen","C","BRK","2018-19","Est","Front","No",20,26.2,0.133,0.629,0.709,2.4,6,1.4,0.5,1.5,1.3,2.3,2034120
"Jason Smith","PF","NOP","2018-19","Est","Front","No",32,9.5,0.346,0.364,0.875,0.8,1.8,0.7,0.2,0.4,0.7,1.5,5450000
"JaVale McGee","C","LAL","2018-19","West","Front","No",31,22.3,0.083,0.634,0.632,2.6,4.9,0.7,0.6,2,1.4,2.8,2393887
"Jaylen Adams","PG","ATL","2018-19","Est","Back","No",22,12.6,0.338,0.361,0.778,0.3,1.4,1.9,0.4,0.1,0.8,1.3,236854
"Jaylen Brown","SG","BOS","2018-19","Est","Back","No",22,25.9,0.344,0.529,0.658,0.9,3.4,1.4,0.9,0.4,1.3,2.5,5169960
"Jayson Tatum","SF","BOS","2018-19","Est","Front","No",20,31.1,0.373,0.483,0.855,0.9,5.2,2.1,1.1,0.7,1.5,2.1,6700800
"Jeff Green","PF","WAS","2018-19","Est","Front","No",32,27.2,0.347,0.586,0.888,0.7,3.3,1.8,0.6,0.5,1.3,2.1,2393887
"Jeff Teague","PG","MIN","2018-19","West","Back","No",30,30.1,0.333,0.453,0.804,0.4,2.1,8.2,1,0.4,2.3,2.1,19000000
"Jerami Grant","PF","OKC","2018-19","West","Front","No",24,32.7,0.392,0.555,0.71,1.2,4,1,0.8,1.3,0.8,2.7,8333333
"Jeremy Lamb","SG","CHO","2018-19","Est","Back","No",26,28.5,0.348,0.487,0.888,0.8,4.7,2.2,1.1,0.4,1,1.8,7000000
"Jeremy Lin","PG","TOR","2018-19","Est","Back","No",30,19.4,0.294,0.517,0.838,0.3,2.1,3.1,0.6,0.2,1.7,1.9,12516746
"Jerian Grant","PG","ORL","2018-19","Est","Back","No",26,15.7,0.364,0.473,0.65,0.3,1.3,2.6,0.7,0.1,0.9,1.3,2639313
"Jerome Robinson","SG","LAC","2018-19","West","Back","No",21,9.7,0.316,0.491,0.667,0.1,1.2,0.6,0.3,0.1,0.4,1.4,3050160
"Jerryd Bayless","PG","MIN","2018-19","West","Back","No",30,19.3,0.296,0.402,0.571,0.3,1.5,3.5,0.5,0.1,0.9,1.6,8575916
"Jevon Carter","PG","MEM","2018-19","West","Back","No",23,14.8,0.333,0.265,0.813,0.4,1.3,1.8,0.7,0.3,0.8,1.4,838464
"Jimmy Butler","SF","PHI","2018-19","Est","Front","No",29,33.6,0.347,0.494,0.855,1.9,3.4,4,1.9,0.6,1.5,1.7,19841627
"Joakim Noah","C","MEM","2018-19","West","Front","No",33,16.5,0,0.519,0.716,1.4,4.3,2.1,0.5,0.7,1.2,2.3,20261172
"Joe Harris","SG","BRK","2018-19","Est","Front","No",27,30.2,0.474,0.528,0.827,0.7,3.1,2.4,0.5,0.2,1.6,2.4,8333333
"Joe Ingles","PF","UTA","2018-19","West","Front","No",31,31.3,0.391,0.533,0.707,0.4,3.6,5.7,1.2,0.2,2.4,2.2,12545455
"Joel Embiid","C","PHI","2018-19","Est","Front","Yes",24,33.7,0.3,0.535,0.804,2.5,11.1,3.7,0.7,1.9,3.5,3.3,25467250
"John Collins","PF","ATL","2018-19","Est","Front","No",21,30,0.348,0.609,0.763,3.6,6.2,2,0.4,0.6,2,3.3,2299080
"John Henson","C","MIL","2018-19","Est","Front","No",28,13.4,0.355,0.556,0.6,1.1,3.9,1,0.5,0.8,0.9,1.1,10577466
"John Wall","PG","WAS","2018-19","Est","Back","No",28,34.5,0.302,0.507,0.697,0.5,3.2,8.7,1.5,0.9,3.8,2.2,19169800
"Johnathan Motley","PF","LAC","2018-19","West","Front","No",23,7.1,0,0.557,0.6,0.8,1.5,0.5,0.2,0.1,0.7,1.2,77250
"Johnathan Williams","C","LAL","2018-19","West","Front","No",23,15.5,0,0.602,0.563,2,2.1,0.5,0.3,0.3,0.7,2.6,127250
"Jon Leuer","PF","DET","2018-19","Est","Front","No",29,9.8,0.091,0.637,0.742,0.7,1.7,0.3,0.3,0.1,0.6,1.5,10002681
"Jonah Bolden","PF","PHI","2018-19","Est","Front","No",23,14.5,0.354,0.697,0.481,1.1,2.7,0.9,0.4,0.9,0.8,2.3,1690000
"Jonas Jerebko","PF","GSW","2018-19","West","Front","No",31,16.7,0.367,0.563,0.8,1,3,1.3,0.4,0.2,0.6,1.9,2165481
"Jonas Valanciunas","C","MEM","2018-19","Est","Front","No",26,22.3,0.292,0.586,0.795,2.2,6.4,1.4,0.4,1.1,1.8,3,16539326
"Jonathan Isaac","PF","ORL","2018-19","Est","Front","No",21,26.6,0.323,0.51,0.815,1.3,4.2,1.1,0.8,1.3,1,1.9,4969080
"Jonathon Simmons","SG","PHI","2018-19","Est","Front","No",29,19,0.269,0.427,0.742,0.5,1.8,2.3,0.5,0.3,1.2,1.6,6000000
"Jordan Bell","C","GSW","2018-19","West","Front","No",24,11.6,0,0.521,0.61,0.8,1.9,1.1,0.3,0.8,0.6,1.2,1378242
"Jordan Clarkson","SG","CLE","2018-19","Est","Back","No",26,27.3,0.324,0.524,0.844,1,2.3,2.4,0.7,0.2,1.7,1.4,12500000
"Jordan McRae","SG","WAS","2018-19","Est","Back","No",27,12.3,0.286,0.537,0.8,0.2,1.3,1.1,0.5,0.3,0.6,1,77250
"José Calderón","PG","DET","2018-19","Est","Back","No",37,12.9,0.246,0.492,0.818,0.2,1,2.3,0.3,0.1,0.7,1.3,2393887
"Josh Hart","SG","LAL","2018-19","West","Back","No",23,25.6,0.336,0.511,0.688,0.5,3.2,1.4,1,0.6,0.9,2.2,1655160
"Josh Jackson","SG","PHO","2018-19","West","Front","No",21,25.2,0.324,0.445,0.671,0.8,3.6,2.3,0.9,0.7,2.2,2.6,6041520
"Josh Okogie","SG","MIN","2018-19","West","Back","No",20,23.7,0.279,0.464,0.728,0.6,2.4,1.2,1.2,0.4,0.9,2.2,2163600
"Josh Richardson","SG","MIA","2018-19","Est","Back","No",25,34.8,0.357,0.458,0.861,0.7,2.9,4.1,1.1,0.5,1.5,2.7,9367200
"Jrue Holiday","SG","NOP","2018-19","West","Back","No",28,35.9,0.325,0.539,0.768,1.1,3.9,7.7,1.6,0.8,3.1,2.2,26641111
"Juan Hernangómez","PF","DEN","2018-19","West","Front","No",23,19.4,0.365,0.541,0.767,0.9,2.9,0.8,0.4,0.3,0.5,1.3,2166360
"Julius Randle","PF","NOP","2018-19","West","Front","No",24,30.6,0.344,0.564,0.731,2.2,6.5,3.1,0.7,0.6,2.8,3.4,8641000
"Justin Anderson","SF","ATL","2018-19","Est","Back","No",25,9.6,0.312,0.5,0.743,0.5,1.3,0.5,0.5,0.3,0.5,1,2516047
"Justin Holiday","SG","MEM","2018-19","Est","Front","No",29,31.8,0.348,0.442,0.896,0.6,3.4,1.8,1.5,0.4,1.3,2,4500000
"Justin Jackson","SF","DAL","2018-19","West","Front","No",23,19.9,0.355,0.542,0.785,0.5,2.1,1.2,0.4,0.2,0.4,1.2,2807880
"Justise Winslow","SF","MIA","2018-19","Est","Front","No",22,29.7,0.375,0.462,0.628,1,4.4,4.3,1.1,0.3,2.2,2.7,3448926
"Jusuf Nurkic","C","POR","2018-19","West","Front","No",24,27.4,0.103,0.523,0.773,3.4,7,3.2,1,1.4,2.3,3.5,11111111
"Karl-Anthony Towns","C","MIN","2018-19","West","Front","Yes",23,33.1,0.4,0.562,0.836,3.4,9,3.4,0.9,1.6,3.1,3.8,7839435
"Kawhi Leonard","SF","TOR","2018-19","Est","Front","Yes",27,34,0.371,0.542,0.854,1.3,6,3.3,1.8,0.4,2,1.5,23114066
"Keita Bates-Diop","SF","MIN","2018-19","West","Front","No",23,16.8,0.25,0.522,0.643,0.5,2.2,0.6,0.6,0.5,0.5,1,838464
"Kelly Olynyk","PF","MIA","2018-19","Est","Front","No",27,22.9,0.354,0.604,0.822,0.9,3.8,1.8,0.7,0.5,1.4,2.3,13537527
"Kemba Walker","PG","CHO","2018-19","Est","Back","Yes",28,34.9,0.356,0.494,0.844,0.6,3.8,5.9,1.2,0.4,2.6,1.6,12000000
"Kenneth Faried","C","HOU","2018-19","Est","Front","No",29,19.7,0.32,0.617,0.646,2.6,4.1,0.5,0.5,0.6,0.9,2.2,14242782
"Kenrich Williams","SF","NOP","2018-19","West","Back","No",24,23.5,0.333,0.447,0.684,1.2,3.6,1.8,1,0.4,0.8,2.1,838464
"Kent Bazemore","SG","ATL","2018-19","Est","Back","No",29,24.5,0.32,0.465,0.726,0.6,3.3,2.3,1.3,0.6,1.8,2.5,18089888
"Kentavious Caldwell-Pope","SG","LAL","2018-19","West","Back","No",25,24.8,0.347,0.542,0.867,0.6,2.3,1.3,0.9,0.2,0.8,1.7,12000000
"Kevin Durant","SF","GSW","2018-19","West","Front","Yes",30,34.6,0.353,0.587,0.885,0.4,5.9,5.9,0.7,1.1,2.9,2,30000000
"Kevin Huerter","SG","ATL","2018-19","Est","Back","No",20,27.3,0.385,0.457,0.732,0.8,2.5,2.9,0.9,0.3,1.5,2.1,2250960
"Kevin Knox","PF","NYK","2018-19","Est","Front","No",19,28.8,0.343,0.387,0.717,0.8,3.7,1.1,0.6,0.3,1.5,2.3,3744840
"Kevin Love","PF","CLE","2018-19","Est","Front","No",30,27.2,0.361,0.412,0.904,1.5,9.4,2.2,0.3,0.2,1.9,2.5,24119025
"Kevon Looney","C","GSW","2018-19","West","Front","No",22,18.5,0.1,0.641,0.619,2.4,2.8,1.5,0.6,0.7,0.6,2.6,1567007
"Khem Birch","C","ORL","2018-19","Est","Front","No",26,12.9,0,0.607,0.699,1.6,2.2,0.8,0.4,0.6,0.4,1.4,1378242
"Khris Middleton","SF","MIL","2018-19","Est","Front","Yes",27,31.1,0.378,0.485,0.837,0.6,5.3,4.3,1,0.1,2.3,2.2,13000000
"Khyri Thomas","SG","DET","2018-19","Est","Back","No",22,7.5,0.286,0.353,0.636,0.2,0.6,0.3,0.3,0.2,0.2,0.8,838464
"Klay Thompson","SG","GSW","2018-19","West","Back","Yes",28,34,0.402,0.516,0.816,0.5,3.4,2.4,1.1,0.6,1.5,2,18988725
"Kris Dunn","PG","CHI","2018-19","Est","Back","No",24,30.2,0.354,0.441,0.797,0.4,3.7,6,1.5,0.5,2.3,3.6,4221000
"Kyle Anderson","SF","MEM","2018-19","West","Front","No",25,29.8,0.265,0.583,0.578,1.1,4.7,3,1.3,0.9,1.3,2.6,8641000
"Kyle Korver","SG","UTA","2018-19","West","Back","No",37,19.1,0.397,0.467,0.822,0.1,2.2,1.2,0.4,0.2,0.8,1.5,7560000
"Kyle Kuzma","PF","LAL","2018-19","West","Front","No",23,33.1,0.303,0.553,0.752,0.9,4.6,2.5,0.6,0.4,1.9,2.4,1689840
"Kyle Lowry","PG","TOR","2018-19","Est","Back","Yes",32,34,0.347,0.514,0.83,0.6,4.2,8.7,1.4,0.5,2.8,2.6,32700000
"Kyle O'Quinn","C","IND","2018-19","Est","Front","No",28,8.2,0.083,0.548,0.81,0.6,2,1.2,0.2,0.6,0.7,1.5,4449000
"Kyrie Irving","PG","BOS","2018-19","Est","Back","Yes",26,33,0.401,0.533,0.873,1.1,3.9,6.9,1.5,0.5,2.6,2.5,20099189
"LaMarcus Aldridge","C","SAS","2018-19","West","Front","Yes",33,33.2,0.238,0.528,0.847,3.1,6.1,2.4,0.5,1.3,1.8,2.2,22347015
"Lance Stephenson","SG","LAL","2018-19","West","Back","No",28,16.5,0.371,0.472,0.685,0.5,2.7,2.1,0.6,0.1,1.3,1.6,4449000
"Lance Thomas","PF","NYK","2018-19","Est","Front","No",30,17,0.278,0.475,0.75,0.5,2.1,0.6,0.4,0.2,0.5,1.8,7119650
"Landry Shamet","SG","LAC","2018-19","Est","Back","No",21,22.8,0.422,0.453,0.806,0.3,1.4,1.5,0.5,0.1,0.6,2,1705920
"Langston Galloway","SG","DET","2018-19","Est","Back","No",27,21.8,0.355,0.449,0.844,0.6,1.5,1.1,0.5,0.1,0.3,1.7,7000000
"Lauri Markkanen","PF","CHI","2018-19","Est","Front","No",21,32.3,0.361,0.479,0.872,1.4,7.6,1.4,0.7,0.6,1.6,2.3,4536120
"LeBron James","SF","LAL","2018-19","West","Front","Yes",34,35.2,0.339,0.582,0.665,1,7.4,8.3,1.3,0.6,3.6,1.7,35654150
"Lonzo Ball","PG","LAL","2018-19","West","Back","No",21,30.3,0.329,0.482,0.417,1.1,4.2,5.4,1.5,0.4,2.2,2.4,7461960
"Lorenzo Brown","PG","TOR","2018-19","Est","Back","No",28,8.2,0.214,0.395,1,0.2,1,1.1,0.5,0.2,0.6,0.8,800000
"Luc Mbah a Moute","PF","LAC","2018-19","West","Front","No",32,15.3,0.333,0.5,0.4,0.5,1.3,0.5,0.3,0.3,0.5,2,4320500
"Luka Doncic","SG","DAL","2018-19","West","Front","No",19,32.2,0.327,0.503,0.713,1.2,6.6,6,1.1,0.3,3.4,1.9,6569040
"Luke Kennard","SG","DET","2018-19","Est","Back","No",22,22.8,0.394,0.486,0.836,0.2,2.7,1.8,0.4,0.2,0.9,1.5,3275280
"Luke Kornet","PF","NYK","2018-19","Est","Front","No",23,17,0.363,0.411,0.826,0.6,2.3,1.2,0.6,0.9,0.5,0.9,1619260
"Luol Deng","SF","MIN","2018-19","West","Front","No",33,17.8,0.318,0.608,0.714,0.9,2.4,0.8,0.7,0.4,0.6,1.1,16747954
"Malcolm Brogdon","SG","MIL","2018-19","Est","Back","No",26,28.6,0.426,0.544,0.928,1,3.5,3.2,0.7,0.2,1.4,1.6,1544951
"Malik Beasley","SG","DEN","2018-19","West","Back","No",22,23.2,0.402,0.56,0.848,0.4,2,1.2,0.7,0.1,0.7,1.4,1773840
"Malik Monk","SG","CHO","2018-19","Est","Back","No",20,17.2,0.33,0.461,0.882,0.2,1.7,1.6,0.5,0.3,1.2,1.5,3447480
"Marc Gasol","C","TOR","2018-19","West","Front","No",34,30.8,0.363,0.487,0.759,1,6.9,4.4,1.1,1.1,2,2.7,24119025
"Marco Belinelli","SG","SAS","2018-19","West","Back","No",32,23,0.372,0.468,0.903,0.2,2.3,1.7,0.4,0.1,0.9,1.5,6153846
"Marcus Morris","PF","BOS","2018-19","Est","Front","No",29,27.9,0.375,0.508,0.844,1,5.1,1.5,0.6,0.3,1.2,2.4,5375000
"Marcus Smart","SG","BOS","2018-19","Est","Back","No",24,27.5,0.364,0.511,0.806,0.7,2.2,4,1.8,0.4,1.5,2.5,11160716
"Mario Hezonja","SF","NYK","2018-19","Est","Front","No",23,20.8,0.276,0.478,0.763,0.5,3.6,1.5,1,0.1,1.5,1.9,6500000
"Markelle Fultz","SG","PHI","2018-19","Est","Back","No",20,22.5,0.286,0.433,0.568,1.4,2.3,3.1,0.9,0.3,1.3,2.7,8339880
"Markieff Morris","PF","OKC","2018-19","Est","Front","No",29,21.9,0.335,0.484,0.772,1.1,3.5,1.4,0.6,0.4,0.9,3,9173294
"Marquese Chriss","PF","CLE","2018-19","West","Front","No",21,11.6,0.222,0.472,0.711,0.9,2.4,0.5,0.4,0.3,0.8,1.9,3206160
"MarShon Brooks","SG","MEM","2018-19","West","Back","No",30,13.3,0.278,0.53,0.697,0.4,1.1,0.9,0.3,0.1,0.7,1.1,1656092
"Marvin Bagley","PF","SAC","2018-19","West","Front","No",19,25.3,0.313,0.534,0.691,2.6,5,1,0.5,1,1.6,1.9,7314960
"Marvin Williams","PF","CHO","2018-19","Est","Front","No",32,28.4,0.366,0.5,0.767,1,4.4,1.2,0.9,0.8,0.6,2.1,14087500
"Mason Plumlee","C","DEN","2018-19","West","Front","No",28,21.1,0.2,0.602,0.561,2,4.4,3,0.8,0.9,1.5,3.1,12917808
"Matthew Dellavedova","PG","CLE","2018-19","Est","Back","No",28,16.9,0.338,0.482,0.808,0.1,1.5,3.8,0.3,0,1.4,1.6,9607500
"Maxi Kleber","PF","DAL","2018-19","West","Front","No",27,21.2,0.353,0.583,0.784,1.3,3.4,1,0.5,1.1,0.8,2,1378242
"Melvin Frazier","SG","ORL","2018-19","Est","Back","No",22,4.4,0,0.467,0.25,0.3,0.2,0.1,0.1,0,0.1,0.6,1050000
"Meyers Leonard","C","POR","2018-19","West","Front","No",26,14.4,0.45,0.626,0.843,0.8,3,1.2,0.2,0.1,0.7,1.7,10595506
"Michael Beasley","PF","LAL","2018-19","West","Front","No",30,10.7,0.176,0.529,0.718,0.5,1.8,1,0.3,0.4,1,1.6,3500000
"Michael Carter-Williams","PG","ORL","2018-19","West","Back","No",27,13.3,0.263,0.424,0.604,0.7,1.8,2.5,0.7,0.5,0.7,1.7,1468082
"Michael Kidd-Gilchrist","PF","CHO","2018-19","Est","Front","No",25,18.4,0.34,0.498,0.772,1.4,2.5,1,0.5,0.6,0.7,2.4,13000000
"Mikal Bridges","SF","PHO","2018-19","West","Front","No",22,29.5,0.335,0.548,0.805,0.7,2.5,2.1,1.6,0.5,0.9,2.5,3557400
"Mike Conley","PG","MEM","2018-19","West","Back","No",31,33.5,0.364,0.483,0.845,0.6,2.8,6.4,1.3,0.3,1.9,1.8,30521115
"Mike Muscala","PF","LAL","2018-19","Est","Front","No",27,20.4,0.348,0.533,0.824,0.9,2.9,1.2,0.3,0.6,0.8,2,5000000
"Mike Scott","PF","PHI","2018-19","West","Front","No",30,17.7,0.401,0.399,0.667,0.5,2.9,0.8,0.3,0.2,0.6,2,4320500
"Miles Bridges","SF","CHO","2018-19","Est","Front","No",20,21.2,0.325,0.553,0.753,0.8,3.2,1.2,0.7,0.6,0.6,1.4,3206640
